Transaction date,opening,highest,lowest,current,amount
20100222_,10010,10275,10010,10165,125001
20100223_,10165,10215,10025,10165,261358
20100224_,10060,10060,9865,9935,465118
20100225_,10050,10050,9545,9605,971853
20100226_,9655,9745,9585,9675,483447
20100302_,9855,10025,9845,9970,816285
20100303_,9975,10030,9935,10000,409382
20100304_,10010,10150,9925,9980,415601
20100305_,10015,10245,10015,10245,413305
20100308_,10450,10605,10450,10605,523893
20100309_,10575,10580,10515,10555,395700
20100310_,10605,10605,10475,10540,595403
20100311_,10600,10665,10465,10475,549665
20100312_,10570,10620,10420,10525,583673
20100315_,10550,10580,10220,10315,955705
20100316_,10355,10395,10245,10340,447756
20100317_,10450,10785,10450,10780,683255
20100318_,10680,10825,10650,10675,840897
20100319_,10760,10850,10680,10825,797673
20100322_,10745,10745,10465,10580,1254493
20100323_,10670,10840,10670,10765,599310
20100324_,10965,10965,10720,10765,1003363
20100325_,10765,10860,10740,10835,708843
20100326_,10840,10935,10685,10900,955701
20100329_,10740,10970,10735,10850,840254
20100330_,10975,11000,10930,10980,707185
20100331_,10985,11005,10855,10885,656581
20100401_,10890,11290,10890,11245,872533
20100402_,11310,11375,11230,11370,855473
20100405_,11485,11485,11330,11485,827242
20100406_,11515,11560,11415,11480,744603
20100407_,11480,11535,11450,11455,615961
20100408_,11390,11545,11380,11495,968367
20100409_,11505,11550,11195,11400,1629813
20100412_,11460,11520,11105,11210,1960438
20100413_,11245,11270,11030,11175,1739466
20100414_,11230,11545,11225,11510,1969678
20100415_,11650,11655,11460,11575,1699393
20100416_,11520,11555,11280,11410,1805478
20100419_,11180,11290,10985,11020,1963118
20100420_,11120,11225,11070,11165,1392466
20100421_,11250,11600,11250,11550,1750223
20100422_,11500,11500,11265,11410,1321044
20100423_,11500,11520,11335,11385,1514035
20100426_,11550,11750,11505,11630,1507517
20100427_,11630,11650,11515,11605,1076457
20100428_,11280,11315,11115,11300,2015047
20100429_,11370,11380,11160,11295,1505462
20100430_,11400,11525,11400,11455,1609796
20100503_,11385,11455,11100,11140,1999341
20100504_,11260,11305,11050,11115,1865322
20100506_,10660,11095,10565,10620,2407801
20100507_,10130,10285,9905,10135,3318924
20100510_,10240,10525,10215,10500,1953207
20100511_,10750,10755,10325,10355,2834261
20100512_,10445,10590,10310,10310,1891276
20100513_,10510,10800,10510,10695,1743660
20100514_,10580,10780,10420,10685,1659526
20100517_,10425,10425,10090,10160,2988649
20100518_,10235,10285,9970,10095,2712558
20100519_,9965,9970,9630,9845,4025330
20100520_,9745,9955,9465,9565,2809296
20100524_,9400,9755,9400,9635,2585186
20100525_,9485,9485,8975,9120,5817346
20100526_,9240,9420,9060,9250,3830423
20100527_,9140,9620,9100,9570,3424662
20100528_,9765,9820,9615,9800,3557822
20100531_,9730,9975,9715,9950,3062322
20100601_,9890,9995,9850,9890,2515831
20100603_,10015,10375,9980,10340,2328654
20100604_,10365,10400,10260,10360,2125914
20100607_,9920,10030,9795,10005,3179127
20100608_,9970,10265,9880,10205,3153983
20100609_,10225,10240,10020,10090,2648229
20100610_,10120,10310,10025,10200,3084847
20100611_,10425,10550,10315,10500,3503401
20100614_,10605,10845,10580,10720,2457916
20100615_,10750,10825,10620,10740,2033721
20100616_,11010,11010,10820,10900,2659246
20100617_,10905,10975,10865,10905,1500339
20100618_,10925,10970,10850,10930,1939285
20100621_,11100,11360,11090,11295,3515036
20100622_,11210,11230,11110,11180,1698592
20100623_,11020,11200,11020,11075,1985684
20100624_,11095,11300,11030,11225,1839712
20100625_,11055,11160,10975,11060,2628016
20100628_,11140,11165,11010,11115,1740961
20100629_,11135,11240,10800,10810,3360240
20100630_,10530,10640,10445,10590,2830728
20100701_,10440,10575,10140,10380,3929774
20100702_,10400,10475,10200,10240,2276258
20100705_,10260,10340,10180,10300,1390457
20100706_,10250,10435,9950,10375,3990453
20100707_,10430,10435,10150,10260,2533701
20100708_,10505,10650,10505,10630,2928142
20100709_,10760,10980,10605,10965,4127959
20100712_,11050,11065,10955,11050,2123613
20100713_,11070,11345,11070,11155,3446609
20100714_,11370,11565,11355,11480,2696886
20100715_,11425,11480,11345,11380,2345500
20100716_,11365,11405,11150,11180,2962303
20100719_,10870,11150,10840,11000,2737512
20100720_,11010,11120,10870,11055,2915241
20100721_,11240,11330,11115,11280,2846332
20100722_,11125,11315,11090,11110,2568602
20100723_,11375,11450,11265,11400,2826669
20100726_,11520,11580,11405,11560,2255981
20100727_,11640,11645,11550,11555,2226665
20100728_,11500,11680,11500,11680,2300548
20100729_,11620,11670,11570,11610,1720195
20100730_,11575,11605,11400,11410,2937674
20100802_,11525,11780,11515,11740,2307311
20100803_,11915,11915,11780,11840,2415887
20100804_,11875,11880,11660,11775,2215718
20100805_,11855,11930,11630,11760,3201402
20100806_,11705,11775,11585,11725,1905935
20100809_,11655,11795,11590,11795,1387908
20100810_,11795,11835,11640,11670,2219452
20100811_,11550,11610,11275,11280,3338163
20100812_,11045,11090,10870,10870,2423623
20100813_,10945,11130,10855,11105,2057113
20100816_,11065,11075,10715,11055,3342640
20100817_,11020,11255,10900,11255,2496399
20100818_,11285,11350,11200,11325,2794495
20100819_,11315,11675,11305,11650,2150478
20100820_,11500,11620,11440,11540,2065548
20100823_,11565,11785,11475,11500,3619722
20100824_,11445,11550,11195,11350,3398759
20100825_,11220,11270,11020,11020,3589358
20100826_,11105,11140,10955,10960,2653073
20100827_,10860,11000,10810,10930,2543331
20100830_,11180,11375,11145,11370,2380858
20100831_,11170,11250,11035,11040,2849817
20100901_,11110,11425,11110,11365,2355485
20100902_,11620,11630,11390,11520,3266041
20100903_,11575,11645,11515,11530,2345277
20100906_,11670,11715,11625,11705,1504725
20100907_,11705,11725,11625,11625,1394570
20100908_,11540,11570,11395,11485,2338351
20100909_,11525,11640,11425,11570,2873768
20100910_,11620,11920,11620,11820,2737790
20100913_,11900,12080,11900,12045,2109302
20100914_,12080,12115,12005,12030,3236992
20100915_,12045,12190,11990,12100,2666402
20100916_,12120,12130,11945,11945,1950046
20100917_,12020,12175,11970,12160,2027380
20100920_,12080,12230,11980,12160,2104022
20100924_,12105,12315,12085,12280,2221585
20100927_,12430,12515,12395,12475,2073888
20100928_,12415,12515,12415,12455,1331268
20100929_,12520,12750,12515,12615,1538809
20100930_,12640,12680,12580,12630,1658921
20101001_,12675,12880,12630,12765,2067292
20101004_,12860,12860,12730,12740,2495291
20101005_,12670,12820,12660,12790,2093690
20101006_,13010,13170,12950,13150,1692478
20101007_,13140,13150,13045,13080,2111649
20101008_,13100,13120,12950,13005,2601023
20101011_,13140,13150,12900,12900,1949344
20101012_,12900,13000,12500,12575,4169081
20101013_,12660,12750,12550,12675,2446414
20101014_,12800,13005,12785,13005,2598144
20101015_,13005,13075,12915,13055,2045435
20101018_,13060,13075,12595,12595,3526820
20101019_,12695,12720,12360,12365,2788030
20101020_,12245,12580,12075,12505,4799044
20101021_,12585,12600,12315,12590,3144701
20101022_,12650,12925,12645,12895,2858777
20101025_,12945,13245,12925,13165,2639229
20101026_,13160,13205,13070,13190,2301810
20101027_,13190,13235,12905,12955,3315421
20101028_,12975,13040,12915,12975,1538776
20101029_,13025,13065,12565,12595,3373185
20101101_,12705,13085,12585,13085,2550420
20101102_,13020,13155,12980,13100,2578319
20101103_,13180,13485,13180,13360,4270374
20101104_,13415,13500,13395,13460,1659885
20101105_,13800,13865,13465,13465,2986904
20101108_,13600,13620,13360,13550,1940215
20101109_,13600,13615,13435,13595,1485224
20101110_,13565,13930,13545,13930,2125803
20101111_,13895,14110,13835,13870,2609087
20101112_,13775,13855,13100,13225,6164258
20101115_,13185,13440,13155,13265,2899902
20101116_,13265,13340,12965,13070,4100986
20101117_,12920,13200,12825,13045,2517348
20101118_,13110,13480,13110,13470,2827326
20101119_,13540,13635,13445,13620,2675930
20101122_,13750,13860,13635,13755,3406364
20101123_,13670,13705,13365,13505,3510141
20101124_,13190,13575,12960,13540,4644409
20101125_,13615,13675,13370,13560,3130537
20101126_,13595,13680,13200,13250,4385016
20101129_,13205,13450,13070,13170,3739577
20101130_,13170,13475,13100,13340,4047397
20101201_,13350,13575,13265,13575,3347467
20101202_,13725,13910,13710,13865,3120879
20101203_,13955,14080,13950,14075,2667979
20101206_,14105,14125,14000,14085,1983150
20101207_,14085,14230,14060,14210,2166522
20101208_,14205,14290,14080,14080,2303519
20101209_,14160,14520,14150,14520,2075171
20101210_,14520,14580,14435,14565,2294768
20101213_,14660,14790,14565,14790,2202641
20101214_,14820,14915,14765,14890,1853290
20101215_,14925,14945,14825,14935,2053039
20101216_,14875,15040,14830,14885,2407004
20101217_,14950,15205,14920,15170,2312430
20101220_,14950,15170,14855,15160,4938442
20101221_,15305,15550,15300,15465,2052029
20101222_,15505,15520,15430,15495,1710860
20101223_,15515,15530,15370,15450,1969787
20101224_,15450,15530,15360,15360,1531166
20101227_,15280,15450,15230,15290,2037862
20101228_,15310,15595,15310,15520,2507616
20101229_,15600,15815,15535,15815,2003760
20101230_,15890,15995,15845,15965,1955026
20110103_,16090,16210,16055,16190,1757767
20110104_,16300,16405,16200,16405,1998798
20110105_,16390,16430,16335,16425,1646904
20110106_,16500,16570,16185,16295,2841958
20110107_,16225,16450,16190,16440,2247093
20110110_,16380,16405,16095,16240,2766120
20110111_,16250,16345,15935,16325,2880571
20110112_,16355,16470,16305,16435,1880001
20110113_,16525,16690,16290,16510,4169109
20110114_,16510,16680,16250,16655,3755345
20110117_,16720,16810,16560,16560,2421093
20110118_,16510,16745,16450,16485,2586934
20110119_,16620,16815,16325,16790,3597138
20110120_,16700,16730,16570,16620,2880572
20110121_,16545,16595,16015,16030,5432348
20110124_,15965,16205,15950,16170,3465434
20110125_,16320,16550,16275,16325,3304402
20110126_,16380,16720,16365,16700,2280289
20110127_,16740,16820,16665,16745,2231456
20110128_,16710,16795,16500,16650,3285737
20110131_,16320,16430,16110,16150,4035147
20110201_,16300,16315,16100,16150,1749121
20110207_,16470,16665,16245,16245,3048721
20110208_,16370,16380,16000,16030,3002822
20110209_,16095,16110,15600,15640,3980138
20110210_,15610,15615,15135,15180,5245033
20110211_,15180,15330,14640,14695,6058439
20110214_,14905,15220,14770,15150,4025137
20110215_,15185,15435,14985,15120,4139816
20110216_,15050,15320,14860,14875,3404031
20110217_,14950,15100,14460,14640,6161745
20110218_,14770,15170,14730,15145,4195365
20110221_,15170,15175,14785,14965,4089031
20110222_,14730,14755,14400,14475,6374710
20110223_,14380,14650,14335,14480,4190548
20110224_,14435,14580,14260,14275,5231525
20110225_,14310,14435,14205,14425,3841179
20110228_,14350,14360,14120,14150,5389183
20110302_,14000,14120,13870,13940,5106653
20110303_,14050,14505,14040,14505,3606165
20110304_,14720,15155,14705,15090,4595254
20110307_,14990,15050,14600,14600,4639122
20110308_,14575,15045,14550,14855,4229459
20110309_,15040,15185,14800,14855,5434903
20110310_,14850,14905,14465,14585,5723968
20110311_,14285,14405,14090,14150,7473081
20110314_,14160,14530,13935,14530,6756359
20110315_,14470,14745,13550,13900,16822123
20110316_,14145,14465,14005,14360,9073657
20110317_,13945,14480,13850,14430,8091279
20110318_,14560,14825,14380,14695,7836089
20110321_,14740,14955,14705,14930,5439207
20110322_,15075,15100,14955,15065,4897161
20110323_,15080,15220,14950,15045,4393276
20110324_,15140,15460,15130,15455,4530724
20110325_,15700,15815,15630,15790,4206090
20110328_,15815,15850,15720,15815,3048028
20110329_,15750,16050,15745,16050,4190026
20110330_,16100,16570,16080,16420,4235851
20110331_,16555,16580,16430,16580,3908361
20110401_,16580,16835,16570,16810,3686734
20110404_,16925,16930,16640,16770,4723751
20110405_,16770,17005,16670,16990,4561057
20110406_,16975,17115,16805,16890,5500255
20110407_,16970,17035,16675,16795,6577171
20110408_,16740,17040,16720,16835,6975658
20110411_,16820,16940,16660,16755,4703051
20110412_,16685,16685,16220,16235,6520589
20110413_,16210,16730,16080,16730,5175121
20110414_,16715,17030,16500,17000,7849125
20110415_,16955,17065,16790,17010,5132355
20110418_,17090,17105,16790,16925,6626493
20110419_,16640,16885,16540,16685,7756747
20110420_,16910,17495,16910,17485,5744443
20110421_,17800,18355,17785,18100,6640420
20110422_,18070,18150,17990,18045,4380245
20110425_,18075,18300,18030,18220,4119146
20110426_,18200,18290,18000,18095,4931821
20110427_,18335,18590,18015,18140,6734432
20110428_,18290,18425,17940,18105,5768259
20110429_,18155,18285,17755,17890,6687460
20110502_,17990,18590,17990,18575,6064628
20110503_,18515,18550,17975,18055,7462142
20110504_,18055,18075,17660,17670,6843952
20110506_,17310,17350,16975,17095,7293371
20110509_,17195,17290,16865,16890,6444811
20110511_,17140,17295,16995,17275,5719633
20110512_,16990,17080,16650,16650,7475082
20110513_,16830,16830,16325,16520,7249649
20110516_,16330,16400,16180,16240,4045218
20110517_,16100,16340,16100,16230,4458051
20110518_,16350,16810,16300,16795,4524832
20110519_,16820,16865,16100,16130,7885135
20110520_,16220,16410,16040,16385,6027611
20110523_,16200,16245,15580,15585,8482534
20110524_,15540,15730,15500,15595,6562596
20110525_,15710,15915,15165,15245,8074185
20110526_,15520,16175,15515,16135,6731729
20110527_,16015,16445,15990,16200,9582279
20110530_,16395,16500,15985,16090,6984127
20110531_,16190,17055,16180,16915,9425587
20110601_,17000,17045,16725,16910,8051051
20110602_,16400,16645,16160,16395,9236304
20110603_,16505,16665,16370,16420,6181717
20110607_,16200,16295,16045,16250,4118580
20110608_,16295,16330,15710,15885,9513981
20110609_,15770,15900,15600,15720,6100067
20110610_,15925,15950,15225,15275,8994350
20110613_,15045,15445,15025,15345,6915566
20110614_,15285,15910,15220,15800,9153251
20110615_,15935,15995,15540,15900,8908125
20110616_,15480,15640,15175,15210,12592418
20110617_,15360,15410,14645,14950,13959585
20110620_,15005,15140,14740,14740,10174404
20110621_,14940,15270,14750,15200,12464401
20110622_,15500,15630,15380,15455,8756404
20110623_,15350,15435,15190,15255,9038659
20110624_,15300,15830,15300,15820,8553018
20110627_,15590,15620,15285,15440,12951871
20110628_,15745,15930,15380,15380,11766906
20110629_,15860,15945,15705,15885,11367701
20110630_,16040,16040,15815,15915,9794526
20110701_,16260,16450,16190,16325,6670048
20110704_,16615,16825,16605,16720,6232569
20110705_,16750,17000,16730,17000,6629899
20110706_,16900,17100,16890,17100,4351206
20110707_,17025,17335,17010,17240,6614208
20110708_,17375,17385,17160,17205,7315324
20110711_,17045,17060,16755,16795,6819246
20110712_,16395,16475,16035,16035,14396408
20110713_,16120,16280,16000,16245,8544073
20110714_,16130,16160,15830,16160,12953726
20110715_,16040,16385,16030,16385,8565428
20110718_,16435,16435,15935,16025,10802592
20110719_,15885,16200,15885,16045,7902024
20110720_,16450,16600,16450,16530,8803083
20110721_,16485,16550,16275,16370,8625640
20110722_,16680,16795,16550,16750,8515846
20110725_,16545,16545,16330,16410,9323708
20110726_,16460,16680,16400,16680,7446200
20110727_,16525,16810,16420,16775,6488803
20110728_,16300,16530,16105,16415,10692651
20110729_,16420,16495,16075,16075,11543394
20110801_,16335,16765,16335,16680,9080309
20110802_,16370,16420,15810,15855,17625301
20110803_,15280,15320,14860,14940,19743152
20110804_,15070,15075,14165,14240,20287594
20110805_,13005,13585,13000,13200,27797693
20110808_,12995,13175,11160,12220,45436832
20110809_,11525,11735,10000,11400,83226878
20110810_,12250,12250,11200,11220,59295364
20110811_,10400,11615,10370,11275,67897575
20110812_,11570,11640,10925,10945,47119663
20110816_,11460,12075,11460,12040,33486763
20110817_,11865,12415,11865,12175,27306271
20110818_,12160,12200,11380,11635,44488930
20110819_,10860,10930,10230,10230,57892126
20110822_,10255,10460,9770,9930,33023267
20110823_,10105,10725,10000,10655,32344239
20110824_,10825,10900,10185,10360,38061952
20110825_,10750,10960,10485,10490,31372279
20110826_,10365,10720,10345,10700,20451458
20110829_,10995,11440,10780,11305,25915210
20110830_,11500,11735,11440,11505,22852623
20110831_,11545,11940,11430,11940,17243817
20110901_,11990,12610,11900,11950,32111053
20110902_,11830,12100,11550,11695,22511160
20110905_,11300,11335,10700,10745,27018792
20110906_,10370,10735,10205,10490,32865760
20110907_,10900,11385,10875,11385,27238086
20110908_,11605,11655,11310,11430,31577113
20110909_,11165,11520,11015,11020,25731599
20110914_,10900,10995,10230,10300,34698038
20110915_,10760,10995,10255,10610,42565508
20110916_,11080,11545,11035,11475,33210524
20110919_,11220,11410,11050,11200,28090800
20110920_,11100,11520,10885,11460,38362553
20110921_,11495,11880,11350,11640,34501269
20110922_,11070,11160,10690,10850,46838103
20110923_,10060,10230,9690,9705,69042467
20110926_,9900,9960,9150,9260,56226298
20110927_,9800,10210,9685,10210,42055058
20110928_,10325,10470,9995,9995,45929458
20110929_,9820,10560,9800,10550,46524518
20110930_,10460,10690,10220,10495,46980791
20111004_,9500,9800,9315,9800,56055767
20111005_,9860,9900,9390,9480,54481025
20111006_,9950,10290,9930,9985,44303325
20111007_,10470,10650,10445,10535,38027157
20111010_,10535,10830,10520,10595,31730322
20111011_,11100,11110,10935,10950,29260287
20111012_,10870,11135,10755,11125,23610591
20111013_,11325,11465,11275,11285,22822657
20111014_,11165,11450,11045,11380,25391565
20111017_,11610,11755,11540,11730,20793345
20111018_,11220,11490,11220,11350,19657132
20111019_,11530,11610,11315,11610,23051540
20111020_,11555,11810,11000,11015,28922950
20111021_,11290,11445,11030,11365,28651380
20111024_,11630,12180,11600,12170,26854746
20111025_,12200,12260,12025,12065,21485698
20111026_,11805,12155,11790,12125,21628567
20111027_,12280,12530,12090,12530,32797851
20111028_,12980,13070,12560,12635,30755455
20111031_,12595,12825,12280,12380,24834109
20111101_,12095,12585,12095,12375,23274455
20111102_,11815,12180,11725,12180,24503999
20111103_,12225,12225,11670,11760,33508041
20111104_,12220,12585,12215,12575,23380866
20111107_,12555,12590,12355,12385,19021776
20111108_,12455,12515,12165,12170,21118658
20111109_,12410,12520,12180,12300,21318943
20111110_,11715,11720,11150,11150,41058491
20111111_,11405,11605,11070,11575,33132869
20111114_,11860,12175,11855,12075,22286608
20111115_,11925,12050,11785,11890,18985897
20111116_,11995,12235,11395,11465,34668060
20111117_,11555,11770,11165,11760,34684243
20111118_,11290,11370,11090,11210,39051807
20111121_,11135,11135,10810,10965,24935848
20111122_,10680,11110,10640,11070,25400214
20111123_,11000,11010,10485,10530,32618125
20111124_,10420,10720,10370,10635,23177012
20111125_,10500,10570,10300,10420,24460289
20111128_,10700,10975,10700,10975,29090364
20111129_,11100,11530,11060,11510,35104456
20111130_,11370,11505,11280,11390,22482639
20111201_,12200,12485,12195,12360,35425814
20111202_,12300,12420,12205,12340,19596447
20111205_,12475,12525,12285,12430,17821234
20111206_,12340,12410,12040,12170,19535504
20111207_,12290,12435,12215,12360,17732901
20111208_,12300,12425,12055,12280,24673902
20111209_,11900,11955,11630,11665,40278561
20111212_,12060,12075,11885,12010,21853583
20111213_,11710,11750,11500,11545,26721774
20111214_,11440,11540,11310,11465,18506932
20111215_,11140,11200,10835,10900,32151342
20111216_,11005,11150,10945,11150,19216303
20111219_,11025,11030,10000,10435,56481697
20111220_,10510,10665,10435,10605,20646614
20111221_,11120,11335,11055,11265,28067045
20111222_,11180,11270,11125,11270,14056563
20111223_,11435,11645,11430,11550,17826629
20111226_,11650,11655,11350,11400,15836899
20111227_,11380,11520,10690,11160,27170113
20111228_,11155,11290,11120,11180,15010114
20111229_,11000,11270,10975,11170,15372875
20120102_,11240,11335,11045,11220,14886543
20120103_,11420,11930,11420,11915,24018937
20120104_,11985,12020,11780,11780,17397515
20120105_,11850,11915,11705,11755,14313069
20120106_,11750,11780,11135,11405,30619932
20120109_,11280,11300,10965,11145,25560304
20120110_,11250,11620,11250,11545,24370453
20120111_,11630,11635,11380,11425,17656515
20120112_,11465,11650,11325,11625,20163511
20120113_,11650,11940,11610,11855,20415923
20120116_,11710,11715,11405,11625,21607712
20120117_,11850,12095,11840,12085,24156256
20120118_,12080,12175,11975,12055,17741816
20120119_,12300,12460,12260,12445,20705143
20120120_,12525,13030,12460,12945,19805830
20120125_,12970,13355,12940,13050,19519307
20120126_,13205,13210,13005,13085,11831652
20120127_,13080,13220,12995,13120,12393579
20120130_,12995,13075,12775,12825,13455318
20120131_,12855,13095,12740,12945,15754739
20120201_,12900,13170,12780,12980,19027192
20120202_,13300,13465,13255,13310,17171929
20120203_,13300,13315,13050,13140,14192476
20120206_,13450,13475,13090,13180,16721555
20120207_,13200,13340,13160,13235,13108121
20120208_,13285,13555,13250,13555,14446834
20120209_,13555,13630,13175,13630,25436487
20120210_,13550,13615,13250,13340,17054805
20120213_,13380,13615,13345,13520,18354702
20120214_,13470,13515,13345,13440,15633091
20120215_,13475,13845,13475,13805,18220994
20120216_,13565,13600,13410,13415,21484374
20120217_,13725,13905,13725,13810,17663703
20120220_,14080,14150,13860,13875,13936255
20120221_,13875,13945,13600,13865,18009705
20120222_,13800,13890,13680,13870,11882894
20120223_,13710,13720,13500,13600,14330581
20120224_,13650,13760,13455,13725,14785115
20120227_,13650,13680,13295,13335,18525883
20120228_,13400,13590,13385,13580,14242250
20120229_,13700,13935,13690,13855,14093091
20120302_,13995,14095,13900,13905,9932874
20120305_,13855,13860,13580,13635,11069745
20120306_,13630,13750,13275,13425,16211214
20120307_,13000,13250,12970,13200,14340592
20120308_,13290,13495,13135,13480,15975596
20120309_,13650,13810,13470,13705,16529258
20120312_,13705,13755,13505,13525,10713767
20120313_,13625,13980,13620,13890,16884288
20120314_,14215,14360,14165,14170,16985971
20120315_,14165,14270,14110,14170,9780396
20120316_,14315,14335,14045,14060,11278821
20120319_,14090,14275,14025,14200,12254991
20120320_,14170,14310,14005,14105,12807930
20120321_,13930,14080,13800,13935,13600899
20120322_,13880,13990,13800,13975,10699531
20120323_,13790,13950,13735,13920,9174680
20120326_,14010,14140,13800,13875,15487274
20120327_,14150,14220,14050,14180,15540551
20120328_,14105,14145,14040,14080,7895025
20120329_,13930,13985,13765,13815,15203472
20120330_,13765,13815,13660,13740,9506375
20120402_,13840,14000,13770,13985,14319577
20120403_,14150,14370,14105,14360,18895978
20120404_,14280,14320,14005,14055,12913988
20120405_,13870,14130,13695,14115,22042430
20120406_,14050,14150,14000,14085,10837254
20120409_,13815,13840,13635,13680,19124623
20120410_,13725,13875,13620,13660,15153772
20120412_,13540,13550,13260,13490,21084088
20120413_,13720,13835,13605,13770,20155070
20120416_,13485,13580,13385,13520,16048740
20120417_,13550,13570,13370,13430,13241189
20120418_,13750,13815,13670,13695,14704465
20120419_,13600,13745,13575,13645,10090303
20120420_,13505,13510,13220,13270,21367760
20120423_,13150,13325,13110,13245,14885538
20120424_,13025,13220,12970,13110,18386389
20120425_,13290,13320,13120,13130,14461029
20120426_,13290,13330,13080,13180,14742731
20120427_,13300,13450,13250,13340,18709844
20120430_,13455,13560,13415,13450,11561904
20120502_,13595,13700,13560,13670,12823400
20120503_,13615,13660,13600,13635,5881904
20120504_,13520,13550,13405,13445,8630108
20120507_,13085,13130,12925,12955,17700557
20120508_,13080,13150,13055,13145,8540558
20120509_,13020,13060,12870,12920,12047923
20120510_,12815,12890,12705,12820,14920893
20120511_,12730,12745,12385,12385,19744674
20120514_,12370,12460,12255,12415,16630864
20120515_,12185,12320,12060,12260,17656851
20120516_,12100,12105,11460,11460,34820120
20120517_,11450,11600,11320,11460,24535910
20120518_,11020,11050,10605,10660,38425395
20120521_,10805,10955,10760,10915,19457266
20120522_,11280,11280,11055,11265,18434227
20120523_,11115,11120,10820,11000,25458267
20120524_,10970,11085,10835,11070,18685121
20120525_,11100,11280,11035,11160,18077048
20120529_,11110,11555,11065,11505,19445726
20120530_,11455,11470,11195,11390,20328086
20120531_,11040,11335,10980,11335,21078175
20120601_,11220,11345,11055,11270,24268372
20120604_,10670,10780,10575,10705,31040118
20120605_,10810,11000,10810,10955,20166842
20120607_,11400,11575,11380,11505,21208395
20120608_,11535,11585,11330,11340,12398278
20120611_,11660,11785,11660,11755,14304291
20120612_,11380,11630,11380,11570,14343793
20120613_,11710,11735,11530,11655,16556546
20120614_,11580,11705,11580,11700,13049916
20120615_,11725,11740,11460,11605,19805175
20120618_,11980,12190,11975,12050,20296027
20120619_,11950,12085,11920,12030,13964069
20120620_,12245,12275,12115,12175,15788020
20120621_,12080,12155,11885,11975,17030003
20120622_,11650,11670,11290,11305,37631552
20120625_,11300,11300,10860,10990,30237932
20120626_,10865,11000,10820,10890,21428679
20120627_,10890,10950,10605,10900,28617541
20120628_,10995,11015,10735,10910,25153014
20120629_,10755,11360,10680,11360,33331567
20120702_,11500,11510,11325,11325,20285274
20120703_,11395,11580,11390,11525,19581722
20120704_,11620,11710,11570,11610,17377685
20120705_,11550,11640,11480,11580,11398285
20120706_,11620,11640,11255,11330,21775575
20120709_,11100,11175,11025,11055,16982185
20120710_,11100,11190,10910,10980,19627427
20120711_,10915,10965,10805,10925,18723529
20120712_,10960,10970,10530,10540,38450143
20120713_,10580,10850,10355,10770,41722089
20120716_,10850,10880,10670,10810,22891443
20120717_,10705,11090,10615,10895,29482343
20120718_,10945,10980,10480,10555,38648253
20120719_,10805,11035,10805,10930,32057772
20120720_,10965,11000,10850,10900,16212207
20120723_,10600,10620,10355,10485,43853916
20120724_,10415,10575,10410,10560,24864532
20120725_,10230,10490,10100,10295,37623799
20120726_,10340,10490,10235,10435,27984558
20120727_,10845,11050,10755,11050,39658473
20120730_,11245,11310,11210,11250,26635683
20120731_,11255,12020,11230,11755,51876653
20120801_,11585,11870,11575,11775,29559404
20120802_,11795,11820,11550,11605,25152543
20120803_,11280,11535,11235,11280,31110277
20120806_,11740,11935,11730,11790,26831697
20120807_,11795,11885,11730,11825,18112389
20120808_,11905,12295,11905,12045,37660739
20120809_,12095,12675,12070,12570,47472661
20120810_,12530,12665,12490,12590,19483080
20120813_,12590,12615,12425,12425,18470714
20120814_,12520,12780,12510,12730,32679493
20120816_,12695,12795,12635,12740,20455445
20120817_,12845,12855,12520,12570,26155467
20120820_,12570,12630,12445,12545,16356726
20120821_,12645,12755,12485,12500,21285494
20120822_,12445,12545,12145,12330,26546850
20120823_,12345,12480,12220,12460,17600572
20120824_,12165,12205,12070,12120,30940619
20120827_,11980,12155,11865,12050,23610519
20120828_,12065,12135,11905,11990,20596736
20120829_,12005,12135,11975,12115,15631093
20120830_,12015,12050,11655,11770,32974060
20120831_,11630,11840,11620,11725,16764708
20120903_,11720,11945,11430,11795,31994029
20120904_,11745,11850,11695,11725,19037309
20120905_,11560,11575,11270,11270,37112473
20120906_,11350,11480,11250,11365,20351647
20120907_,11845,12040,11825,12030,32856783
20120910_,12085,12145,11975,11975,17681090
20120911_,11890,11955,11790,11875,15959550
20120912_,12020,12340,12005,12315,33698671
20120913_,12280,12345,12130,12265,23163712
20120914_,12900,13170,12890,13115,36632791
20120917_,13085,13120,12955,12980,19336692
20120918_,12965,13045,12890,13015,15276488
20120919_,12960,13170,12885,13050,27019288
20120920_,12910,13025,12800,12820,28926189
20120921_,12955,13020,12850,12940,21272155
20120924_,12840,12950,12580,12910,28033668
20120925_,12785,12945,12775,12815,13746238
20120926_,12585,12690,12470,12605,18320254
20120927_,12450,12830,12450,12805,16652272
20120928_,12890,12900,12735,12800,17249863
20121002_,12770,12900,12765,12810,10170624
20121004_,12820,12870,12600,12770,20195107
20121005_,12875,12960,12770,12785,15097595
20121008_,12760,12760,12530,12580,15018660
20121009_,12540,12755,12540,12610,12865335
20121010_,12350,12350,12110,12110,29086022
20121011_,11900,12090,11695,11915,35293476
20121012_,11935,11970,11770,11835,18034225
20121015_,11730,11920,11675,11750,14791705
20121016_,11950,11995,11855,11980,20452685
20121017_,12120,12295,12090,12140,21520089
20121018_,12235,12300,12200,12300,15993699
20121019_,12225,12275,12025,12060,16703727
20121022_,11605,12010,11575,11975,25155040
20121023_,11985,12020,11765,11765,13839418
